"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Greece (GR)","25.05.2017 06:00 - 25.05.2017 07:00 (CET)","n/e","1624","n/e","1967","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","206","n/e","n/e","96"
"Greece (GR)","25.05.2017 07:00 - 25.05.2017 08:00 (CET)","n/e","1782","n/e","2310","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","503","n/e","n/e","88"
"Greece (GR)","25.05.2017 08:00 - 25.05.2017 09:00 (CET)","n/e","1848","n/e","2467","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","835","n/e","n/e","87"
"Greece (GR)","25.05.2017 09:00 - 25.05.2017 10:00 (CET)","n/e","1872","n/e","2319","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1109","n/e","n/e","101"
"Greece (GR)","25.05.2017 10:00 - 25.05.2017 11:00 (CET)","n/e","1874","n/e","2298","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1282","n/e","n/e","125"
"Greece (GR)","25.05.2017 11:00 - 25.05.2017 12:00 (CET)","n/e","1858","n/e","2300","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1337","n/e","n/e","155"
"Greece (GR)","25.05.2017 12:00 - 25.05.2017 13:00 (CET)","n/e","1812","n/e","2339","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1325","n/e","n/e","213"
"Greece (GR)","25.05.2017 13:00 - 25.05.2017 14:00 (CET)","n/e","1898","n/e","2123","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1231","n/e","n/e","279"
"Greece (GR)","25.05.2017 14:00 - 25.05.2017 15:00 (CET)","n/e","1780","n/e","2157","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1043","n/e","n/e","287"
"Greece (GR)","25.05.2017 15:00 - 25.05.2017 16:00 (CET)","n/e","1532","n/e","2271","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","825","n/e","n/e","275"
"Greece (GR)","25.05.2017 16:00 - 25.05.2017 17:00 (CET)","n/e","1564","n/e","2251","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","559","n/e","n/e","291"
"Greece (GR)","25.05.2017 17:00 - 25.05.2017 18:00 (CET)","n/e","1707","n/e","2201","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","n/e","n/e","297"
"Greece (GR)","25.05.2017 18:00 - 25.05.2017 19:00 (CET)","n/e","1638","n/e","2433","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","120","n/e","n/e","273"
"Greece (GR)","25.05.2017 19:00 - 25.05.2017 20:00 (CET)","n/e","1612","n/e","2536","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","19","n/e","n/e","259"
"Greece (GR)","25.05.2017 20:00 - 25.05.2017 21:00 (CET)","n/e","1619","n/e","2671","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","252"
"Greece (GR)","25.05.2017 21:00 - 25.05.2017 22:00 (CET)","n/e","1616","n/e","2623","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","224"
"Greece (GR)","25.05.2017 22:00 - 25.05.2017 23:00 (CET)","n/e","1625","n/e","1984","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","227"
"Greece (GR)","25.05.2017 23:00 - 26.05.2017 00:00 (CET)","n/e","1656","n/e","1273","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","223"
"Greece (GR)","26.05.2017 00:00 - 26.05.2017 01:00 (CET)","n/e","1739","n/e","767","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","192"
"Greece (GR)","26.05.2017 01:00 - 26.05.2017 02:00 (CET)","n/e","1789","n/e","735","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","165"
"Greece (GR)","26.05.2017 02:00 - 26.05.2017 03:00 (CET)","n/e","1720","n/e","664","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","213"
"Greece (GR)","26.05.2017 03:00 - 26.05.2017 04:00 (CET)","n/e","1618","n/e","737","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","238"
"Greece (GR)","26.05.2017 04:00 - 26.05.2017 05:00 (CET)","n/e","1640","n/e","760","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","275"
"Greece (GR)","26.05.2017 05:00 - 26.05.2017 06:00 (CET)","n/e","1649","n/e","873","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","n/e","n/e","269"
"Greece (GR)","26.05.2017 06:00 - 26.05.2017 07:00 (CET)","n/e","1640","n/e","1515","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","138","n/e","n/e","247"
"Greece (GR)","26.05.2017 07:00 - 26.05.2017 08:00 (CET)","n/e","1691","n/e","2066","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","343","n/e","n/e","253"
"Greece (GR)","26.05.2017 08:00 - 26.05.2017 09:00 (CET)","n/e","1768","n/e","2330","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","618","n/e","n/e","208"
"Greece (GR)","26.05.2017 09:00 - 26.05.2017 10:00 (CET)","n/e","1784","n/e","2369","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","865","n/e","n/e","212"
"Greece (GR)","26.05.2017 10:00 - 26.05.2017 11:00 (CET)","n/e","1808","n/e","2308","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1041","n/e","n/e","257"
"Greece (GR)","26.05.2017 11:00 - 26.05.2017 12:00 (CET)","n/e","1797","n/e","2381","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1176","n/e","n/e","282"
"Greece (GR)","26.05.2017 12:00 - 26.05.2017 13:00 (CET)","n/e","1746","n/e","2339","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1227","n/e","n/e","345"
"Greece (GR)","26.05.2017 13:00 - 26.05.2017 14:00 (CET)","n/e","1696","n/e","2126","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1159","n/e","n/e","399"
"Greece (GR)","26.05.2017 14:00 - 26.05.2017 15:00 (CET)","n/e","1633","n/e","1955","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1020","n/e","n/e","428"
"Greece (GR)","26.05.2017 15:00 - 26.05.2017 16:00 (CET)","n/e","1632","n/e","1836","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","837","n/e","n/e","389"
"Greece (GR)","26.05.2017 16:00 - 26.05.2017 17:00 (CET)","n/e","1583","n/e","2014","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","591","n/e","n/e","325"
"Greece (GR)","26.05.2017 17:00 - 26.05.2017 18:00 (CET)","n/e","1596","n/e","2005","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","n/e","n/e","299"
"Greece (GR)","26.05.2017 18:00 - 26.05.2017 19:00 (CET)","n/e","1616","n/e","2312","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","140","n/e","n/e","251"
"Greece (GR)","26.05.2017 19:00 - 26.05.2017 20:00 (CET)","n/e","1665","n/e","2345","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","n/e","n/e","231"
"Greece (GR)","26.05.2017 20:00 - 26.05.2017 21:00 (CET)","n/e","1657","n/e","2259","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","230"
"Greece (GR)","26.05.2017 21:00 - 26.05.2017 22:00 (CET)","n/e","1639","n/e","1927","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","225"
"Greece (GR)","26.05.2017 22:00 - 26.05.2017 23:00 (CET)","n/e","1615","n/e","1955","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","242"
"Greece (GR)","26.05.2017 23:00 - 27.05.2017 00:00 (CET)","n/e","1592","n/e","1551","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","203"
"Greece (GR)","27.05.2017 00:00 - 27.05.2017 01:00 (CET)","n/e","1581","n/e","1193","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","202"
"Greece (GR)","27.05.2017 01:00 - 27.05.2017 02:00 (CET)","n/e","1499","n/e","1049","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","207"
"Greece (GR)","27.05.2017 02:00 - 27.05.2017 03:00 (CET)","n/e","1469","n/e","991","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","207"
"Greece (GR)","27.05.2017 03:00 - 27.05.2017 04:00 (CET)","n/e","1486","n/e","1004","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","214"
"Greece (GR)","27.05.2017 04:00 - 27.05.2017 05:00 (CET)","n/e","1478","n/e","1039","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","243"
"Greece (GR)","27.05.2017 05:00 - 27.05.2017 06:00 (CET)","n/e","1455","n/e","954","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","30","n/e","n/e","287"
"Greece (GR)","27.05.2017 06:00 - 27.05.2017 07:00 (CET)","n/e","1411","n/e","1054","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","184","n/e","n/e","302"
"Greece (GR)","27.05.2017 07:00 - 27.05.2017 08:00 (CET)","n/e","1511","n/e","1318","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","438","n/e","n/e","328"
"Greece (GR)","27.05.2017 08:00 - 27.05.2017 09:00 (CET)","n/e","1551","n/e","1367","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","726","n/e","n/e","363"
"Greece (GR)","27.05.2017 09:00 - 27.05.2017 10:00 (CET)","n/e","1583","n/e","1457","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","970","n/e","n/e","317"
"Greece (GR)","27.05.2017 10:00 - 27.05.2017 11:00 (CET)","n/e","1603","n/e","1452","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1094","n/e","n/e","280"
"Greece (GR)","27.05.2017 11:00 - 27.05.2017 12:00 (CET)","n/e","1611","n/e","1483","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1121","n/e","n/e","261"
"Greece (GR)","27.05.2017 12:00 - 27.05.2017 13:00 (CET)","n/e","1511","n/e","1787","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","n/e","n/e","236"
"Greece (GR)","27.05.2017 13:00 - 27.05.2017 14:00 (CET)","n/e","1574","n/e","1706","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1086","n/e","n/e","221"
"Greece (GR)","27.05.2017 14:00 - 27.05.2017 15:00 (CET)","n/e","1441","n/e","1643","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","984","n/e","n/e","218"
"Greece (GR)","27.05.2017 15:00 - 27.05.2017 16:00 (CET)","n/e","1463","n/e","1474","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","819","n/e","n/e","203"
"Greece (GR)","27.05.2017 16:00 - 27.05.2017 17:00 (CET)","n/e","1439","n/e","1551","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","564","n/e","n/e","231"
"Greece (GR)","27.05.2017 17:00 - 27.05.2017 18:00 (CET)","n/e","1450","n/e","1733","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","309","n/e","n/e","334"
"Greece (GR)","27.05.2017 18:00 - 27.05.2017 19:00 (CET)","n/e","1456","n/e","2032","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","n/e","n/e","381"
"Greece (GR)","27.05.2017 19:00 - 27.05.2017 20:00 (CET)","n/e","1471","n/e","2213","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22","n/e","n/e","348"
"Greece (GR)","27.05.2017 20:00 - 27.05.2017 21:00 (CET)","n/e","1445","n/e","2259","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","408"
"Greece (GR)","27.05.2017 21:00 - 27.05.2017 22:00 (CET)","n/e","1434","n/e","2220","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","389"
"Greece (GR)","27.05.2017 22:00 - 27.05.2017 23:00 (CET)","n/e","1403","n/e","1672","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","431"
"Greece (GR)","27.05.2017 23:00 - 28.05.2017 00:00 (CET)","n/e","1393","n/e","1428","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","443"
"Greece (GR)","28.05.2017 00:00 - 28.05.2017 01:00 (CET)","n/e","1393","n/e","874","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","399"
"Greece (GR)","28.05.2017 01:00 - 28.05.2017 02:00 (CET)","n/e","1302","n/e","725","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","444"
"Greece (GR)","28.05.2017 02:00 - 28.05.2017 03:00 (CET)","n/e","1210","n/e","558","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","545"
"Greece (GR)","28.05.2017 03:00 - 28.05.2017 04:00 (CET)","n/e","1177","n/e","577","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","602"
"Greece (GR)","28.05.2017 04:00 - 28.05.2017 05:00 (CET)","n/e","1171","n/e","584","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","611"
"Greece (GR)","28.05.2017 05:00 - 28.05.2017 06:00 (CET)","n/e","1146","n/e","530","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","n/e","n/e","663"
"Greece (GR)","28.05.2017 06:00 - 28.05.2017 07:00 (CET)","n/e","1141","n/e","541","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","135","n/e","n/e","747"
"Greece (GR)","28.05.2017 07:00 - 28.05.2017 08:00 (CET)","n/e","1194","n/e","571","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","311","n/e","n/e","788"
"Greece (GR)","28.05.2017 08:00 - 28.05.2017 09:00 (CET)","n/e","1207","n/e","560","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","525","n/e","n/e","852"
"Greece (GR)","28.05.2017 09:00 - 28.05.2017 10:00 (CET)","n/e","1272","n/e","529","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","721","n/e","n/e","917"
"Greece (GR)","28.05.2017 10:00 - 28.05.2017 11:00 (CET)","n/e","1484","n/e","593","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","823","n/e","n/e","929"
"Greece (GR)","28.05.2017 11:00 - 28.05.2017 12:00 (CET)","n/e","1604","n/e","571","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","881","n/e","n/e","1001"
"Greece (GR)","28.05.2017 12:00 - 28.05.2017 13:00 (CET)","n/e","1513","n/e","520","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","930","n/e","n/e","1009"
"Greece (GR)","28.05.2017 13:00 - 28.05.2017 14:00 (CET)","n/e","1366","n/e","550","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","916","n/e","n/e","974"
"Greece (GR)","28.05.2017 14:00 - 28.05.2017 15:00 (CET)","n/e","1349","n/e","598","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","874","n/e","n/e","975"
"Greece (GR)","28.05.2017 15:00 - 28.05.2017 16:00 (CET)","n/e","1380","n/e","589","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","754","n/e","n/e","960"
"Greece (GR)","28.05.2017 16:00 - 28.05.2017 17:00 (CET)","n/e","1382","n/e","603","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","529","n/e","n/e","1026"
"Greece (GR)","28.05.2017 17:00 - 28.05.2017 18:00 (CET)","n/e","1337","n/e","673","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","310","n/e","n/e","1070"
"Greece (GR)","28.05.2017 18:00 - 28.05.2017 19:00 (CET)","n/e","1274","n/e","681","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","139","n/e","n/e","1086"
"Greece (GR)","28.05.2017 19:00 - 28.05.2017 20:00 (CET)","n/e","1257","n/e","908","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","23","n/e","n/e","1098"
"Greece (GR)","28.05.2017 20:00 - 28.05.2017 21:00 (CET)","n/e","1274","n/e","860","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1120"
"Greece (GR)","28.05.2017 21:00 - 28.05.2017 22:00 (CET)","n/e","1298","n/e","914","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1167"
"Greece (GR)","28.05.2017 22:00 - 28.05.2017 23:00 (CET)","n/e","1254","n/e","893","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1154"
"Greece (GR)","28.05.2017 23:00 - 29.05.2017 00:00 (CET)","n/e","1193","n/e","716","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1151"
"Greece (GR)","29.05.2017 00:00 - 29.05.2017 01:00 (CET)","n/e","1163","n/e","710","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1186"
"Greece (GR)","29.05.2017 01:00 - 29.05.2017 02:00 (CET)","n/e","1158","n/e","710","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1162"
"Greece (GR)","29.05.2017 02:00 - 29.05.2017 03:00 (CET)","n/e","1146","n/e","712","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1145"
"Greece (GR)","29.05.2017 03:00 - 29.05.2017 04:00 (CET)","n/e","1145","n/e","727","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1145"
"Greece (GR)","29.05.2017 04:00 - 29.05.2017 05:00 (CET)","n/e","1148","n/e","779","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1152"
"Greece (GR)","29.05.2017 05:00 - 29.05.2017 06:00 (CET)","n/e","1194","n/e","730","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","36","n/e","n/e","1126"
"Greece (GR)","29.05.2017 06:00 - 29.05.2017 07:00 (CET)","n/e","1344","n/e","923","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","213","n/e","n/e","1132"
"Greece (GR)","29.05.2017 07:00 - 29.05.2017 08:00 (CET)","n/e","1536","n/e","1277","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","513","n/e","n/e","1154"
"Greece (GR)","29.05.2017 08:00 - 29.05.2017 09:00 (CET)","n/e","1568","n/e","1349","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","856","n/e","n/e","1179"
"Greece (GR)","29.05.2017 09:00 - 29.05.2017 10:00 (CET)","n/e","1564","n/e","1265","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1144","n/e","n/e","1189"
"Greece (GR)","29.05.2017 10:00 - 29.05.2017 11:00 (CET)","n/e","1534","n/e","1312","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1328","n/e","n/e","1161"
"Greece (GR)","29.05.2017 11:00 - 29.05.2017 12:00 (CET)","n/e","1541","n/e","1235","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1409","n/e","n/e","1291"
"Greece (GR)","29.05.2017 12:00 - 29.05.2017 13:00 (CET)","n/e","1492","n/e","1243","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1428","n/e","n/e","1264"
"Greece (GR)","29.05.2017 13:00 - 29.05.2017 14:00 (CET)","n/e","1511","n/e","1301","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1375","n/e","n/e","1023"
"Greece (GR)","29.05.2017 14:00 - 29.05.2017 15:00 (CET)","n/e","1430","n/e","1238","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1238","n/e","n/e","944"
"Greece (GR)","29.05.2017 15:00 - 29.05.2017 16:00 (CET)","n/e","1373","n/e","1377","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1028","n/e","n/e","892"
"Greece (GR)","29.05.2017 16:00 - 29.05.2017 17:00 (CET)","n/e","1447","n/e","1574","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","733","n/e","n/e","844"
"Greece (GR)","29.05.2017 17:00 - 29.05.2017 18:00 (CET)","n/e","1544","n/e","1880","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","415","n/e","n/e","746"
"Greece (GR)","29.05.2017 18:00 - 29.05.2017 19:00 (CET)","n/e","1778","n/e","2096","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","n/e","n/e","669"
"Greece (GR)","29.05.2017 19:00 - 29.05.2017 20:00 (CET)","n/e","1869","n/e","2081","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","n/e","n/e","584"
"Greece (GR)","29.05.2017 20:00 - 29.05.2017 21:00 (CET)","n/e","1933","n/e","2049","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","574"
"Greece (GR)","29.05.2017 21:00 - 29.05.2017 22:00 (CET)","n/e","1819","n/e","1999","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","575"
"Greece (GR)","29.05.2017 22:00 - 29.05.2017 23:00 (CET)","n/e","1783","n/e","1886","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","537"
"Greece (GR)","29.05.2017 23:00 - 30.05.2017 00:00 (CET)","n/e","1781","n/e","1348","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","487"
"Greece (GR)","30.05.2017 00:00 - 30.05.2017 01:00 (CET)","n/e","1638","n/e","615","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","436"
"Greece (GR)","30.05.2017 01:00 - 30.05.2017 02:00 (CET)","n/e","1495","n/e","723","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","372"
"Greece (GR)","30.05.2017 02:00 - 30.05.2017 03:00 (CET)","n/e","1494","n/e","738","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","371"
