"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GR","03.11.2020 12:00 - 03.11.2020 13:00 (CET)","n/e","729","n/e","2776","n/e","0","n/e","n/e","n/e","11","","n/e","422","n/e","n/e","n/e","n/e","755","n/e","n/e","154"
"BZN|GR","03.11.2020 13:00 - 03.11.2020 14:00 (CET)","n/e","730","n/e","2754","n/e","0","n/e","n/e","n/e","55","","n/e","437","n/e","n/e","n/e","n/e","649","n/e","n/e","148"
"BZN|GR","03.11.2020 14:00 - 03.11.2020 15:00 (CET)","n/e","725","n/e","2803","n/e","0","n/e","n/e","n/e","194","","n/e","265","n/e","n/e","n/e","n/e","420","n/e","n/e","163"
"BZN|GR","03.11.2020 15:00 - 03.11.2020 16:00 (CET)","n/e","717","n/e","2939","n/e","0","n/e","n/e","n/e","59","","n/e","331","n/e","n/e","n/e","n/e","137","n/e","n/e","184"
"BZN|GR","03.11.2020 16:00 - 03.11.2020 17:00 (CET)","n/e","736","n/e","2891","n/e","0","n/e","n/e","n/e","346","","n/e","403","n/e","n/e","n/e","n/e","5","n/e","n/e","252"
"BZN|GR","03.11.2020 17:00 - 03.11.2020 18:00 (CET)","n/e","732","n/e","2874","n/e","0","n/e","n/e","n/e","335","","n/e","428","n/e","n/e","n/e","n/e","0","n/e","n/e","304"
"BZN|GR","03.11.2020 18:00 - 03.11.2020 19:00 (CET)","n/e","733","n/e","2839","n/e","0","n/e","n/e","n/e","241","","n/e","603","n/e","n/e","n/e","n/e","0","n/e","n/e","347"
"BZN|GR","03.11.2020 19:00 - 03.11.2020 20:00 (CET)","n/e","723","n/e","2873","n/e","0","n/e","n/e","n/e","181","","n/e","524","n/e","n/e","n/e","n/e","0","n/e","n/e","368"
"BZN|GR","03.11.2020 20:00 - 03.11.2020 21:00 (CET)","n/e","720","n/e","2895","n/e","0","n/e","n/e","n/e","29","","n/e","303","n/e","n/e","n/e","n/e","0","n/e","n/e","367"
"BZN|GR","03.11.2020 21:00 - 03.11.2020 22:00 (CET)","n/e","650","n/e","2589","n/e","0","n/e","n/e","n/e","0","","n/e","134","n/e","n/e","n/e","n/e","0","n/e","n/e","390"
"BZN|GR","03.11.2020 22:00 - 03.11.2020 23:00 (CET)","n/e","562","n/e","2548","n/e","0","n/e","n/e","n/e","0","","n/e","176","n/e","n/e","n/e","n/e","0","n/e","n/e","449"
"BZN|GR","03.11.2020 23:00 - 04.11.2020 00:00 (CET)","n/e","527","n/e","2040","n/e","0","n/e","n/e","n/e","0","","n/e","85","n/e","n/e","n/e","n/e","0","n/e","n/e","480"
"BZN|GR","04.11.2020 00:00 - 04.11.2020 01:00 (CET)","n/e","509","n/e","1793","n/e","0","n/e","n/e","n/e","0","","n/e","42","n/e","n/e","n/e","n/e","0","n/e","n/e","518"
"BZN|GR","04.11.2020 01:00 - 04.11.2020 02:00 (CET)","n/e","509","n/e","1742","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","480"
"BZN|GR","04.11.2020 02:00 - 04.11.2020 03:00 (CET)","n/e","508","n/e","1745","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","521"
"BZN|GR","04.11.2020 03:00 - 04.11.2020 04:00 (CET)","n/e","530","n/e","1857","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","534"
"BZN|GR","04.11.2020 04:00 - 04.11.2020 05:00 (CET)","n/e","516","n/e","1662","n/e","0","n/e","n/e","n/e","0","","n/e","0","n/e","n/e","n/e","n/e","0","n/e","n/e","584"
"BZN|GR","04.11.2020 05:00 - 04.11.2020 06:00 (CET)","n/e","518","n/e","1752","n/e","0","n/e","n/e","n/e","0","","n/e","66","n/e","n/e","n/e","n/e","0","n/e","n/e","643"
"BZN|GR","04.11.2020 06:00 - 04.11.2020 07:00 (CET)","n/e","532","n/e","1979","n/e","0","n/e","n/e","n/e","0","","n/e","137","n/e","n/e","n/e","n/e","54","n/e","n/e","613"
"BZN|GR","04.11.2020 07:00 - 04.11.2020 08:00 (CET)","n/e","575","n/e","2186","n/e","0","n/e","n/e","n/e","0","","n/e","166","n/e","n/e","n/e","n/e","346","n/e","n/e","619"
"BZN|GR","04.11.2020 08:00 - 04.11.2020 09:00 (CET)","n/e","672","n/e","2357","n/e","0","n/e","n/e","n/e","0","","n/e","262","n/e","n/e","n/e","n/e","650","n/e","n/e","581"
"BZN|GR","04.11.2020 09:00 - 04.11.2020 10:00 (CET)","n/e","678","n/e","2502","n/e","0","n/e","n/e","n/e","0","","n/e","234","n/e","n/e","n/e","n/e","920","n/e","n/e","538"
"BZN|GR","04.11.2020 10:00 - 04.11.2020 11:00 (CET)","n/e","703","n/e","2473","n/e","0","n/e","n/e","n/e","0","","n/e","173","n/e","n/e","n/e","n/e","1095","n/e","n/e","558"
"BZN|GR","04.11.2020 11:00 - 04.11.2020 12:00 (CET)","n/e","701","n/e","2376","n/e","0","n/e","n/e","n/e","0","","n/e","173","n/e","n/e","n/e","n/e","1099","n/e","n/e","589"
"BZN|GR","04.11.2020 12:00 - 04.11.2020 13:00 (CET)","n/e","631","n/e","2407","n/e","0","n/e","n/e","n/e","0","","n/e","147","n/e","n/e","n/e","n/e","1046","n/e","n/e","571"
"BZN|GR","04.11.2020 13:00 - 04.11.2020 14:00 (CET)","n/e","692","n/e","2326","n/e","0","n/e","n/e","n/e","0","","n/e","129","n/e","n/e","n/e","n/e","878","n/e","n/e","647"
"BZN|GR","04.11.2020 14:00 - 04.11.2020 15:00 (CET)","n/e","651","n/e","2354","n/e","0","n/e","n/e","n/e","0","","n/e","120","n/e","n/e","n/e","n/e","568","n/e","n/e","692"
"BZN|GR","04.11.2020 15:00 - 04.11.2020 16:00 (CET)","n/e","587","n/e","2430","n/e","0","n/e","n/e","n/e","0","","n/e","143","n/e","n/e","n/e","n/e","178","n/e","n/e","737"
"BZN|GR","04.11.2020 16:00 - 04.11.2020 17:00 (CET)","n/e","620","n/e","2597","n/e","0","n/e","n/e","n/e","14","","n/e","196","n/e","n/e","n/e","n/e","5","n/e","n/e","810"
"BZN|GR","04.11.2020 17:00 - 04.11.2020 18:00 (CET)","n/e","722","n/e","2619","n/e","0","n/e","n/e","n/e","178","","n/e","315","n/e","n/e","n/e","n/e","0","n/e","n/e","851"
"BZN|GR","04.11.2020 18:00 - 04.11.2020 19:00 (CET)","n/e","741","n/e","2603","n/e","0","n/e","n/e","n/e","135","","n/e","337","n/e","n/e","n/e","n/e","0","n/e","n/e","907"
"BZN|GR","04.11.2020 19:00 - 04.11.2020 20:00 (CET)","n/e","728","n/e","2752","n/e","0","n/e","n/e","n/e","82","","n/e","263","n/e","n/e","n/e","n/e","0","n/e","n/e","1012"
"BZN|GR","04.11.2020 20:00 - 04.11.2020 21:00 (CET)","n/e","620","n/e","2654","n/e","0","n/e","n/e","n/e","141","","n/e","245","n/e","n/e","n/e","n/e","0","n/e","n/e","1029"
"BZN|GR","04.11.2020 21:00 - 04.11.2020 22:00 (CET)","n/e","555","n/e","2506","n/e","0","n/e","n/e","n/e","30","","n/e","164","n/e","n/e","n/e","n/e","0","n/e","n/e","1143"
"BZN|GR","04.11.2020 22:00 - 04.11.2020 23:00 (CET)","n/e","536","n/e","2155","n/e","0","n/e","n/e","n/e","0","","n/e","72","n/e","n/e","n/e","n/e","0","n/e","n/e","1179"
"BZN|GR","04.11.2020 23:00 - 05.11.2020 00:00 (CET)","n/e","544","n/e","2185","n/e","0","n/e","n/e","n/e","0","","n/e","4","n/e","n/e","n/e","n/e","0","n/e","n/e","1115"
"BZN|GR","05.11.2020 00:00 - 05.11.2020 01:00 (CET)","n/e","563","n/e","1914","n/e","0","n/e","n/e","n/e","0","","n/e","25","n/e","n/e","n/e","n/e","0","n/e","n/e","1118"
"BZN|GR","05.11.2020 01:00 - 05.11.2020 02:00 (CET)","n/e","645","n/e","1038","n/e","0","n/e","n/e","n/e","0","","n/e","52","n/e","n/e","n/e","n/e","0","n/e","n/e","1139"
"BZN|GR","05.11.2020 02:00 - 05.11.2020 03:00 (CET)","n/e","707","n/e","888","n/e","0","n/e","n/e","n/e","0","","n/e","49","n/e","n/e","n/e","n/e","0","n/e","n/e","1219"
"BZN|GR","05.11.2020 03:00 - 05.11.2020 04:00 (CET)","n/e","711","n/e","864","n/e","0","n/e","n/e","n/e","0","","n/e","45","n/e","n/e","n/e","n/e","0","n/e","n/e","1297"
"BZN|GR","05.11.2020 04:00 - 05.11.2020 05:00 (CET)","n/e","689","n/e","887","n/e","0","n/e","n/e","n/e","0","","n/e","63","n/e","n/e","n/e","n/e","0","n/e","n/e","1374"
"BZN|GR","05.11.2020 05:00 - 05.11.2020 06:00 (CET)","n/e","660","n/e","880","n/e","0","n/e","n/e","n/e","0","","n/e","214","n/e","n/e","n/e","n/e","0","n/e","n/e","1383"
"BZN|GR","05.11.2020 06:00 - 05.11.2020 07:00 (CET)","n/e","696","n/e","1257","n/e","0","n/e","n/e","n/e","0","","n/e","160","n/e","n/e","n/e","n/e","55","n/e","n/e","1378"
"BZN|GR","05.11.2020 07:00 - 05.11.2020 08:00 (CET)","n/e","591","n/e","1737","n/e","0","n/e","n/e","n/e","0","","n/e","52","n/e","n/e","n/e","n/e","254","n/e","n/e","1406"
"BZN|GR","05.11.2020 08:00 - 05.11.2020 09:00 (CET)","n/e","580","n/e","2151","n/e","0","n/e","n/e","n/e","0","","n/e","180","n/e","n/e","n/e","n/e","497","n/e","n/e","1376"
"BZN|GR","05.11.2020 09:00 - 05.11.2020 10:00 (CET)","n/e","653","n/e","2166","n/e","0","n/e","n/e","n/e","1","","n/e","105","n/e","n/e","n/e","n/e","714","n/e","n/e","1307"
"BZN|GR","05.11.2020 10:00 - 05.11.2020 11:00 (CET)","n/e","672","n/e","2083","n/e","0","n/e","n/e","n/e","29","","n/e","75","n/e","n/e","n/e","n/e","858","n/e","n/e","1325"
"BZN|GR","05.11.2020 11:00 - 05.11.2020 12:00 (CET)","n/e","627","n/e","2115","n/e","0","n/e","n/e","n/e","29","","n/e","107","n/e","n/e","n/e","n/e","866","n/e","n/e","1375"
"BZN|GR","05.11.2020 12:00 - 05.11.2020 13:00 (CET)","n/e","589","n/e","2124","n/e","0","n/e","n/e","n/e","30","","n/e","128","n/e","n/e","n/e","n/e","871","n/e","n/e","1406"
"BZN|GR","05.11.2020 13:00 - 05.11.2020 14:00 (CET)","n/e","558","n/e","1982","n/e","0","n/e","n/e","n/e","30","","n/e","93","n/e","n/e","n/e","n/e","673","n/e","n/e","1522"
"BZN|GR","05.11.2020 14:00 - 05.11.2020 15:00 (CET)","n/e","550","n/e","1915","n/e","0","n/e","n/e","n/e","41","","n/e","70","n/e","n/e","n/e","n/e","396","n/e","n/e","1661"
"BZN|GR","05.11.2020 15:00 - 05.11.2020 16:00 (CET)","n/e","545","n/e","1834","n/e","0","n/e","n/e","n/e","113","","n/e","82","n/e","n/e","n/e","n/e","124","n/e","n/e","1770"
"BZN|GR","05.11.2020 16:00 - 05.11.2020 17:00 (CET)","n/e","545","n/e","1841","n/e","0","n/e","n/e","n/e","115","","n/e","77","n/e","n/e","n/e","n/e","4","n/e","n/e","1906"
"BZN|GR","05.11.2020 17:00 - 05.11.2020 18:00 (CET)","n/e","553","n/e","1780","n/e","0","n/e","n/e","n/e","123","","n/e","289","n/e","n/e","n/e","n/e","0","n/e","n/e","2000"
"BZN|GR","05.11.2020 18:00 - 05.11.2020 19:00 (CET)","n/e","558","n/e","1785","n/e","0","n/e","n/e","n/e","171","","n/e","383","n/e","n/e","n/e","n/e","0","n/e","n/e","2109"
"BZN|GR","05.11.2020 19:00 - 05.11.2020 20:00 (CET)","n/e","546","n/e","1745","n/e","0","n/e","n/e","n/e","233","","n/e","441","n/e","n/e","n/e","n/e","0","n/e","n/e","2153"
"BZN|GR","05.11.2020 20:00 - 05.11.2020 21:00 (CET)","n/e","535","n/e","1729","n/e","0","n/e","n/e","n/e","154","","n/e","234","n/e","n/e","n/e","n/e","0","n/e","n/e","2285"
"BZN|GR","05.11.2020 21:00 - 05.11.2020 22:00 (CET)","n/e","536","n/e","1582","n/e","0","n/e","n/e","n/e","0","","n/e","81","n/e","n/e","n/e","n/e","0","n/e","n/e","2333"
"BZN|GR","05.11.2020 22:00 - 05.11.2020 23:00 (CET)","n/e","535","n/e","1201","n/e","0","n/e","n/e","n/e","0","","n/e","87","n/e","n/e","n/e","n/e","0","n/e","n/e","2370"
"BZN|GR","05.11.2020 23:00 - 06.11.2020 00:00 (CET)","n/e","541","n/e","931","n/e","0","n/e","n/e","n/e","0","","n/e","27","n/e","n/e","n/e","n/e","0","n/e","n/e","2410"
"BZN|GR","06.11.2020 00:00 - 06.11.2020 01:00 (CET)","n/e","582","n/e","890","n/e","0","n/e","n/e","n/e","0","","n/e","54","n/e","n/e","n/e","n/e","0","n/e","n/e","2282"
"BZN|GR","06.11.2020 01:00 - 06.11.2020 02:00 (CET)","n/e","436","n/e","705","n/e","0","n/e","n/e","n/e","0","","n/e","21","n/e","n/e","n/e","n/e","0","n/e","n/e","2348"
"BZN|GR","06.11.2020 02:00 - 06.11.2020 03:00 (CET)","n/e","409","n/e","671","n/e","0","n/e","n/e","n/e","0","","n/e","21","n/e","n/e","n/e","n/e","0","n/e","n/e","2489"
"BZN|GR","06.11.2020 03:00 - 06.11.2020 04:00 (CET)","n/e","350","n/e","669","n/e","0","n/e","n/e","n/e","0","","n/e","21","n/e","n/e","n/e","n/e","0","n/e","n/e","2542"
"BZN|GR","06.11.2020 04:00 - 06.11.2020 05:00 (CET)","n/e","370","n/e","700","n/e","0","n/e","n/e","n/e","0","","n/e","26","n/e","n/e","n/e","n/e","0","n/e","n/e","2513"
"BZN|GR","06.11.2020 05:00 - 06.11.2020 06:00 (CET)","n/e","381","n/e","733","n/e","0","n/e","n/e","n/e","0","","n/e","109","n/e","n/e","n/e","n/e","0","n/e","n/e","2490"
"BZN|GR","06.11.2020 06:00 - 06.11.2020 07:00 (CET)","n/e","417","n/e","1059","n/e","0","n/e","n/e","n/e","0","","n/e","103","n/e","n/e","n/e","n/e","50","n/e","n/e","2451"
"BZN|GR","06.11.2020 07:00 - 06.11.2020 08:00 (CET)","n/e","386","n/e","1475","n/e","0","n/e","n/e","n/e","0","","n/e","220","n/e","n/e","n/e","n/e","379","n/e","n/e","2483"
"BZN|GR","06.11.2020 08:00 - 06.11.2020 09:00 (CET)","n/e","368","n/e","1745","n/e","0","n/e","n/e","n/e","0","","n/e","234","n/e","n/e","n/e","n/e","774","n/e","n/e","2468"
"BZN|GR","06.11.2020 09:00 - 06.11.2020 10:00 (CET)","n/e","351","n/e","1666","n/e","0","n/e","n/e","n/e","0","","n/e","176","n/e","n/e","n/e","n/e","1037","n/e","n/e","2405"
"BZN|GR","06.11.2020 10:00 - 06.11.2020 11:00 (CET)","n/e","337","n/e","1525","n/e","0","n/e","n/e","n/e","0","","n/e","158","n/e","n/e","n/e","n/e","1234","n/e","n/e","2315"
"BZN|GR","06.11.2020 11:00 - 06.11.2020 12:00 (CET)","n/e","335","n/e","1487","n/e","0","n/e","n/e","n/e","0","","n/e","105","n/e","n/e","n/e","n/e","1262","n/e","n/e","2284"
"BZN|GR","06.11.2020 12:00 - 06.11.2020 13:00 (CET)","n/e","342","n/e","1632","n/e","0","n/e","n/e","n/e","0","","n/e","184","n/e","n/e","n/e","n/e","1145","n/e","n/e","2231"
"BZN|GR","06.11.2020 13:00 - 06.11.2020 14:00 (CET)","n/e","424","n/e","1711","n/e","0","n/e","n/e","n/e","0","","n/e","191","n/e","n/e","n/e","n/e","948","n/e","n/e","2132"
"BZN|GR","06.11.2020 14:00 - 06.11.2020 15:00 (CET)","n/e","476","n/e","1542","n/e","0","n/e","n/e","n/e","0","","n/e","392","n/e","n/e","n/e","n/e","630","n/e","n/e","2061"
"BZN|GR","06.11.2020 15:00 - 06.11.2020 16:00 (CET)","n/e","474","n/e","1773","n/e","0","n/e","n/e","n/e","0","","n/e","481","n/e","n/e","n/e","n/e","214","n/e","n/e","2031"
"BZN|GR","06.11.2020 16:00 - 06.11.2020 17:00 (CET)","n/e","471","n/e","2017","n/e","0","n/e","n/e","n/e","9","","n/e","575","n/e","n/e","n/e","n/e","7","n/e","n/e","2072"
"BZN|GR","06.11.2020 17:00 - 06.11.2020 18:00 (CET)","n/e","478","n/e","2373","n/e","0","n/e","n/e","n/e","208","","n/e","662","n/e","n/e","n/e","n/e","0","n/e","n/e","2129"
"BZN|GR","06.11.2020 18:00 - 06.11.2020 19:00 (CET)","n/e","423","n/e","2403","n/e","0","n/e","n/e","n/e","268","","n/e","547","n/e","n/e","n/e","n/e","0","n/e","n/e","2174"
"BZN|GR","06.11.2020 19:00 - 06.11.2020 20:00 (CET)","n/e","365","n/e","2415","n/e","0","n/e","n/e","n/e","177","","n/e","317","n/e","n/e","n/e","n/e","0","n/e","n/e","2205"
"BZN|GR","06.11.2020 20:00 - 06.11.2020 21:00 (CET)","n/e","363","n/e","2059","n/e","0","n/e","n/e","n/e","101","","n/e","140","n/e","n/e","n/e","n/e","0","n/e","n/e","2260"
"BZN|GR","06.11.2020 21:00 - 06.11.2020 22:00 (CET)","n/e","370","n/e","1849","n/e","0","n/e","n/e","n/e","0","","n/e","139","n/e","n/e","n/e","n/e","0","n/e","n/e","2310"
"BZN|GR","06.11.2020 22:00 - 06.11.2020 23:00 (CET)","n/e","393","n/e","1556","n/e","0","n/e","n/e","n/e","0","","n/e","115","n/e","n/e","n/e","n/e","0","n/e","n/e","2326"
"BZN|GR","06.11.2020 23:00 - 07.11.2020 00:00 (CET)","n/e","438","n/e","1242","n/e","0","n/e","n/e","n/e","0","","n/e","105","n/e","n/e","n/e","n/e","0","n/e","n/e","2273"
"BZN|GR","07.11.2020 00:00 - 07.11.2020 01:00 (CET)","n/e","463","n/e","676","n/e","0","n/e","n/e","n/e","0","","n/e","175","n/e","n/e","n/e","n/e","0","n/e","n/e","2238"
"BZN|GR","07.11.2020 01:00 - 07.11.2020 02:00 (CET)","n/e","466","n/e","529","n/e","0","n/e","n/e","n/e","0","","n/e","227","n/e","n/e","n/e","n/e","0","n/e","n/e","2219"
"BZN|GR","07.11.2020 02:00 - 07.11.2020 03:00 (CET)","n/e","464","n/e","537","n/e","0","n/e","n/e","n/e","0","","n/e","202","n/e","n/e","n/e","n/e","0","n/e","n/e","2246"
"BZN|GR","07.11.2020 03:00 - 07.11.2020 04:00 (CET)","n/e","468","n/e","532","n/e","0","n/e","n/e","n/e","0","","n/e","219","n/e","n/e","n/e","n/e","0","n/e","n/e","2210"
"BZN|GR","07.11.2020 04:00 - 07.11.2020 05:00 (CET)","n/e","473","n/e","556","n/e","0","n/e","n/e","n/e","0","","n/e","223","n/e","n/e","n/e","n/e","0","n/e","n/e","2172"
"BZN|GR","07.11.2020 05:00 - 07.11.2020 06:00 (CET)","n/e","478","n/e","657","n/e","0","n/e","n/e","n/e","0","","n/e","216","n/e","n/e","n/e","n/e","0","n/e","n/e","2149"
"BZN|GR","07.11.2020 06:00 - 07.11.2020 07:00 (CET)","n/e","473","n/e","698","n/e","0","n/e","n/e","n/e","0","","n/e","242","n/e","n/e","n/e","n/e","84","n/e","n/e","2186"
"BZN|GR","07.11.2020 07:00 - 07.11.2020 08:00 (CET)","n/e","479","n/e","792","n/e","0","n/e","n/e","n/e","0","","n/e","207","n/e","n/e","n/e","n/e","548","n/e","n/e","2176"
"BZN|GR","07.11.2020 08:00 - 07.11.2020 09:00 (CET)","n/e","512","n/e","688","n/e","0","n/e","n/e","n/e","0","","n/e","207","n/e","n/e","n/e","n/e","1029","n/e","n/e","2235"
"BZN|GR","07.11.2020 09:00 - 07.11.2020 10:00 (CET)","n/e","503","n/e","735","n/e","0","n/e","n/e","n/e","0","","n/e","186","n/e","n/e","n/e","n/e","1389","n/e","n/e","2187"
"BZN|GR","07.11.2020 10:00 - 07.11.2020 11:00 (CET)","n/e","502","n/e","753","n/e","0","n/e","n/e","n/e","5","","n/e","243","n/e","n/e","n/e","n/e","1572","n/e","n/e","2123"
"BZN|GR","07.11.2020 11:00 - 07.11.2020 12:00 (CET)","n/e","558","n/e","807","n/e","0","n/e","n/e","n/e","98","","n/e","186","n/e","n/e","n/e","n/e","1630","n/e","n/e","2066"
"BZN|GR","07.11.2020 12:00 - 07.11.2020 13:00 (CET)","n/e","634","n/e","968","n/e","0","n/e","n/e","n/e","100","","n/e","243","n/e","n/e","n/e","n/e","1521","n/e","n/e","2050"
"BZN|GR","07.11.2020 13:00 - 07.11.2020 14:00 (CET)","n/e","624","n/e","1163","n/e","0","n/e","n/e","n/e","92","","n/e","288","n/e","n/e","n/e","n/e","1247","n/e","n/e","1978"
"BZN|GR","07.11.2020 14:00 - 07.11.2020 15:00 (CET)","n/e","594","n/e","1400","n/e","0","n/e","n/e","n/e","0","","n/e","206","n/e","n/e","n/e","n/e","808","n/e","n/e","1964"
"BZN|GR","07.11.2020 15:00 - 07.11.2020 16:00 (CET)","n/e","596","n/e","1431","n/e","0","n/e","n/e","n/e","0","","n/e","145","n/e","n/e","n/e","n/e","259","n/e","n/e","2005"
"BZN|GR","07.11.2020 16:00 - 07.11.2020 17:00 (CET)","n/e","573","n/e","1939","n/e","0","n/e","n/e","n/e","9","","n/e","239","n/e","n/e","n/e","n/e","7","n/e","n/e","2074"
"BZN|GR","07.11.2020 17:00 - 07.11.2020 18:00 (CET)","n/e","586","n/e","1950","n/e","0","n/e","n/e","n/e","175","","n/e","366","n/e","n/e","n/e","n/e","0","n/e","n/e","2175"
"BZN|GR","07.11.2020 18:00 - 07.11.2020 19:00 (CET)","n/e","534","n/e","2032","n/e","0","n/e","n/e","n/e","133","","n/e","341","n/e","n/e","n/e","n/e","0","n/e","n/e","2232"
"BZN|GR","07.11.2020 19:00 - 07.11.2020 20:00 (CET)","n/e","529","n/e","2050","n/e","0","n/e","n/e","n/e","245","","n/e","177","n/e","n/e","n/e","n/e","0","n/e","n/e","2263"
"BZN|GR","07.11.2020 20:00 - 07.11.2020 21:00 (CET)","n/e","544","n/e","1916","n/e","0","n/e","n/e","n/e","3","","n/e","237","n/e","n/e","n/e","n/e","0","n/e","n/e","2337"
"BZN|GR","07.11.2020 21:00 - 07.11.2020 22:00 (CET)","n/e","544","n/e","1432","n/e","0","n/e","n/e","n/e","0","","n/e","197","n/e","n/e","n/e","n/e","0","n/e","n/e","2305"
"BZN|GR","07.11.2020 22:00 - 07.11.2020 23:00 (CET)","n/e","524","n/e","913","n/e","0","n/e","n/e","n/e","0","","n/e","199","n/e","n/e","n/e","n/e","0","n/e","n/e","2315"
"BZN|GR","07.11.2020 23:00 - 08.11.2020 00:00 (CET)","n/e","554","n/e","728","n/e","0","n/e","n/e","n/e","0","","n/e","115","n/e","n/e","n/e","n/e","0","n/e","n/e","2263"
"BZN|GR","08.11.2020 00:00 - 08.11.2020 01:00 (CET)","n/e","569","n/e","610","n/e","0","n/e","n/e","n/e","17","","n/e","87","n/e","n/e","n/e","n/e","0","n/e","n/e","2110"
"BZN|GR","08.11.2020 01:00 - 08.11.2020 02:00 (CET)","n/e","622","n/e","616","n/e","0","n/e","n/e","n/e","31","","n/e","72","n/e","n/e","n/e","n/e","0","n/e","n/e","2118"
"BZN|GR","08.11.2020 02:00 - 08.11.2020 03:00 (CET)","n/e","637","n/e","681","n/e","0","n/e","n/e","n/e","29","","n/e","70","n/e","n/e","n/e","n/e","0","n/e","n/e","2127"
"BZN|GR","08.11.2020 03:00 - 08.11.2020 04:00 (CET)","n/e","645","n/e","667","n/e","0","n/e","n/e","n/e","29","","n/e","70","n/e","n/e","n/e","n/e","0","n/e","n/e","2105"
"BZN|GR","08.11.2020 04:00 - 08.11.2020 05:00 (CET)","n/e","663","n/e","566","n/e","0","n/e","n/e","n/e","43","","n/e","77","n/e","n/e","n/e","n/e","0","n/e","n/e","2104"
"BZN|GR","08.11.2020 05:00 - 08.11.2020 06:00 (CET)","n/e","673","n/e","318","n/e","0","n/e","n/e","n/e","33","","n/e","165","n/e","n/e","n/e","n/e","0","n/e","n/e","2036"
"BZN|GR","08.11.2020 06:00 - 08.11.2020 07:00 (CET)","n/e","669","n/e","200","n/e","0","n/e","n/e","n/e","35","","n/e","209","n/e","n/e","n/e","n/e","50","n/e","n/e","2021"
"BZN|GR","08.11.2020 07:00 - 08.11.2020 08:00 (CET)","n/e","690","n/e","162","n/e","0","n/e","n/e","n/e","29","","n/e","332","n/e","n/e","n/e","n/e","374","n/e","n/e","2023"
"BZN|GR","08.11.2020 08:00 - 08.11.2020 09:00 (CET)","n/e","667","n/e","201","n/e","0","n/e","n/e","n/e","47","","n/e","488","n/e","n/e","n/e","n/e","729","n/e","n/e","2034"
"BZN|GR","08.11.2020 09:00 - 08.11.2020 10:00 (CET)","n/e","624","n/e","309","n/e","0","n/e","n/e","n/e","29","","n/e","667","n/e","n/e","n/e","n/e","1005","n/e","n/e","2033"
"BZN|GR","08.11.2020 10:00 - 08.11.2020 11:00 (CET)","n/e","672","n/e","455","n/e","0","n/e","n/e","n/e","124","","n/e","497","n/e","n/e","n/e","n/e","1193","n/e","n/e","2027"
"BZN|GR","08.11.2020 11:00 - 08.11.2020 12:00 (CET)","n/e","670","n/e","702","n/e","0","n/e","n/e","n/e","313","","n/e","332","n/e","n/e","n/e","n/e","1283","n/e","n/e","1969"
"BZN|GR","08.11.2020 12:00 - 08.11.2020 13:00 (CET)","n/e","678","n/e","833","n/e","0","n/e","n/e","n/e","47","","n/e","596","n/e","n/e","n/e","n/e","1262","n/e","n/e","1903"
"BZN|GR","08.11.2020 13:00 - 08.11.2020 14:00 (CET)","n/e","677","n/e","893","n/e","0","n/e","n/e","n/e","0","","n/e","388","n/e","n/e","n/e","n/e","1075","n/e","n/e","1796"
"BZN|GR","08.11.2020 14:00 - 08.11.2020 15:00 (CET)","n/e","652","n/e","999","n/e","0","n/e","n/e","n/e","0","","n/e","116","n/e","n/e","n/e","n/e","702","n/e","n/e","1759"
"BZN|GR","08.11.2020 15:00 - 08.11.2020 16:00 (CET)","n/e","618","n/e","1224","n/e","0","n/e","n/e","n/e","0","","n/e","82","n/e","n/e","n/e","n/e","221","n/e","n/e","1725"
"BZN|GR","08.11.2020 16:00 - 08.11.2020 17:00 (CET)","n/e","591","n/e","1412","n/e","0","n/e","n/e","n/e","6","","n/e","90","n/e","n/e","n/e","n/e","5","n/e","n/e","1767"
"BZN|GR","08.11.2020 17:00 - 08.11.2020 18:00 (CET)","n/e","615","n/e","1633","n/e","0","n/e","n/e","n/e","123","","n/e","366","n/e","n/e","n/e","n/e","0","n/e","n/e","1764"
